serial_number,part_number,lot_number,work_order,produced_at
ELK67-20260724-0255,TEST,LOT-2026-105,WO-2026-1010,2026-07-24T21:30:00.000Z
ELK67-20260724-0256,TEST,LOT-2026-105,WO-2026-1010,2026-07-24T15:13:00.000Z
ELK67-20260722-0257,TEST,LOT-2026-105,WO-2026-1010,2026-07-22T19:47:00.000Z
ELK67-20260723-0258,TEST,LOT-2026-105,WO-2026-1010,2026-07-23T02:28:00.000Z
ELK67-20260722-0259,TEST,LOT-2026-105,WO-2026-1010,2026-07-22T22:25:00.000Z
ELK67-20260725-0260,TEST,LOT-2026-105,WO-2026-1010,2026-07-25T17:34:00.000Z
ELK67-20260724-0261,TEST,LOT-2026-105,WO-2026-1010,2026-07-24T22:01:00.000Z
ELK67-20260725-0262,TEST,LOT-2026-105,WO-2026-1010,2026-07-25T03:56:00.000Z
ELK67-20260723-0263,TEST,LOT-2026-105,WO-2026-1010,2026-07-23T22:14:00.000Z
ELK67-20260722-0264,TEST,LOT-2026-105,WO-2026-1010,2026-07-22T23:53:00.000Z
ELK67-20260726-0265,TEST,LOT-2026-105,WO-2026-1010,2026-07-26T12:01:00.000Z
ELK67-20260728-0266,TEST,LOT-2026-105,WO-2026-1010,2026-07-28T15:18:00.000Z
ELK67-20260723-0267,TEST,LOT-2026-105,WO-2026-1010,2026-07-23T21:24:00.000Z
ELK67-20260726-0268,TEST,LOT-2026-105,WO-2026-1010,2026-07-26T03:48:00.000Z
ELK67-20260728-0269,TEST,LOT-2026-105,WO-2026-1010,2026-07-28T18:57:00.000Z
ELK67-20260727-0270,TEST,LOT-2026-105,WO-2026-1010,2026-07-27T14:51:00.000Z
ELK67-20260726-0271,TEST,LOT-2026-105,WO-2026-1010,2026-07-26T22:25:00.000Z
ELK67-20260729-0272,TEST,LOT-2026-105,WO-2026-1010,2026-07-29T03:20:00.000Z
ELK67-20260727-0273,TEST,LOT-2026-105,WO-2026-1010,2026-07-27T01:31:00.000Z
ELK67-20260724-0274,TEST,LOT-2026-105,WO-2026-1010,2026-07-24T12:04:00.000Z
ELK67-20260722-0275,TEST,LOT-2026-105,WO-2026-1011,2026-07-22T12:31:00.000Z
ELK67-20260728-0276,TEST,LOT-2026-105,WO-2026-1011,2026-07-28T00:23:00.000Z
ELK67-20260728-0277,TEST,LOT-2026-105,WO-2026-1011,2026-07-28T23:06:00.000Z
ELK67-20260725-0278,TEST,LOT-2026-105,WO-2026-1011,2026-07-25T03:44:00.000Z
ELK67-20260726-0279,TEST,LOT-2026-105,WO-2026-1011,2026-07-26T22:35:00.000Z
ELK67-20260727-0280,TEST,LOT-2026-105,WO-2026-1011,2026-07-27T00:48:00.000Z
ELK67-20260723-0281,TEST,LOT-2026-105,WO-2026-1011,2026-07-23T03:46:00.000Z
ELK67-20260725-0282,TEST,LOT-2026-105,WO-2026-1011,2026-07-25T14:51:00.000Z
ELK67-20260728-0283,TEST,LOT-2026-105,WO-2026-1011,2026-07-28T16:33:00.000Z
ELK67-20260723-0284,TEST,LOT-2026-105,WO-2026-1011,2026-07-23T21:13:00.000Z
ELK67-20260726-0285,TEST,LOT-2026-105,WO-2026-1011,2026-07-26T02:36:00.000Z
ELK67-20260723-0286,TEST,LOT-2026-105,WO-2026-1011,2026-07-23T18:49:00.000Z
ELK67-20260723-0287,TEST,LOT-2026-105,WO-2026-1011,2026-07-23T12:30:00.000Z
ELK67-20260724-0288,TEST,LOT-2026-105,WO-2026-1011,2026-07-24T12:29:00.000Z
ELK67-20260723-0289,TEST,LOT-2026-105,WO-2026-1011,2026-07-23T20:00:00.000Z
ELK67-20260725-0290,TEST,LOT-2026-105,WO-2026-1011,2026-07-25T21:23:00.000Z
ELK67-20260726-0291,TEST,LOT-2026-105,WO-2026-1011,2026-07-26T01:36:00.000Z
ELK67-20260724-0292,TEST,LOT-2026-105,WO-2026-1011,2026-07-24T18:01:00.000Z
ELK67-20260722-0293,TEST,LOT-2026-105,WO-2026-1011,2026-07-22T20:12:00.000Z
ELK67-20260726-0294,TEST,LOT-2026-105,WO-2026-1011,2026-07-26T16:00:00.000Z
ELK67-20260727-0295,TEST,LOT-2026-105,WO-2026-1011,2026-07-27T16:56:00.000Z
ELK67-20260723-0296,TEST,LOT-2026-105,WO-2026-1011,2026-07-23T00:30:00.000Z
ELK67-20260725-0297,TEST,LOT-2026-105,WO-2026-1011,2026-07-25T12:16:00.000Z
ELK67-20260726-0298,TEST,LOT-2026-105,WO-2026-1011,2026-07-26T16:56:00.000Z
ELK67-20260724-0299,TEST,LOT-2026-105,WO-2026-1011,2026-07-24T01:07:00.000Z
ELK67-20260728-0300,TEST,LOT-2026-106,WO-2026-1012,2026-07-28T15:42:00.000Z
ELK67-20260724-0301,TEST,LOT-2026-106,WO-2026-1012,2026-07-24T00:03:00.000Z
ELK67-20260727-0302,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T22:04:00.000Z
ELK67-20260727-0303,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T19:22:00.000Z
ELK67-20260726-0304,TEST,LOT-2026-106,WO-2026-1012,2026-07-26T16:08:00.000Z
ELK67-20260727-0305,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T00:51:00.000Z
ELK67-20260728-0306,TEST,LOT-2026-106,WO-2026-1012,2026-07-28T19:12:00.000Z
ELK67-20260725-0307,TEST,LOT-2026-106,WO-2026-1012,2026-07-25T17:33:00.000Z
ELK67-20260724-0308,TEST,LOT-2026-106,WO-2026-1012,2026-07-24T12:26:00.000Z
ELK67-20260728-0309,TEST,LOT-2026-106,WO-2026-1012,2026-07-28T17:33:00.000Z
ELK67-20260723-0310,TEST,LOT-2026-106,WO-2026-1012,2026-07-23T21:14:00.000Z
ELK67-20260722-0311,TEST,LOT-2026-106,WO-2026-1012,2026-07-22T15:26:00.000Z
ELK67-20260726-0312,TEST,LOT-2026-106,WO-2026-1012,2026-07-26T02:45:00.000Z
ELK67-20260727-0313,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T17:22:00.000Z
ELK67-20260728-0314,TEST,LOT-2026-106,WO-2026-1012,2026-07-28T20:32:00.000Z
ELK67-20260725-0315,TEST,LOT-2026-106,WO-2026-1012,2026-07-25T13:32:00.000Z
ELK67-20260723-0316,TEST,LOT-2026-106,WO-2026-1012,2026-07-23T02:39:00.000Z
ELK67-20260726-0317,TEST,LOT-2026-106,WO-2026-1012,2026-07-26T01:05:00.000Z
ELK67-20260727-0318,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T17:26:00.000Z
ELK67-20260728-0319,TEST,LOT-2026-106,WO-2026-1012,2026-07-28T19:43:00.000Z
ELK67-20260727-0320,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T20:35:00.000Z
ELK67-20260729-0321,TEST,LOT-2026-106,WO-2026-1012,2026-07-29T00:17:00.000Z
ELK67-20260723-0322,TEST,LOT-2026-106,WO-2026-1012,2026-07-23T12:30:00.000Z
ELK67-20260727-0323,TEST,LOT-2026-106,WO-2026-1012,2026-07-27T12:07:00.000Z
ELK67-20260729-0324,TEST,LOT-2026-106,WO-2026-1012,2026-07-29T03:16:00.000Z
ELK67-20260723-0325,TEST,LOT-2026-106,WO-2026-1013,2026-07-23T02:47:00.000Z
ELK67-20260722-0326,TEST,LOT-2026-106,WO-2026-1013,2026-07-22T12:59:00.000Z
ELK67-20260723-0327,TEST,LOT-2026-106,WO-2026-1013,2026-07-23T12:54:00.000Z
ELK67-20260722-0328,TEST,LOT-2026-106,WO-2026-1013,2026-07-22T15:11:00.000Z
ELK67-20260723-0329,TEST,LOT-2026-106,WO-2026-1013,2026-07-23T02:31:00.000Z
ELK67-20260727-0330,TEST,LOT-2026-106,WO-2026-1013,2026-07-27T13:42:00.000Z
ELK67-20260724-0331,TEST,LOT-2026-106,WO-2026-1013,2026-07-24T23:19:00.000Z
ELK67-20260727-0332,TEST,LOT-2026-106,WO-2026-1013,2026-07-27T14:30:00.000Z
ELK67-20260722-0333,TEST,LOT-2026-106,WO-2026-1013,2026-07-22T17:52:00.000Z
ELK67-20260723-0334,TEST,LOT-2026-106,WO-2026-1013,2026-07-23T19:35:00.000Z
ELK89-20260727-0335,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-27T18:24:00.000Z
ELK89-20260728-0336,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-28T20:40:00.000Z
ELK89-20260724-0337,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-24T12:26:00.000Z
ELK89-20260725-0338,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-25T13:12:00.000Z
ELK89-20260723-0339,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-23T15:57:00.000Z
ELK89-20260722-0340,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-22T14:40:00.000Z
ELK89-20260728-0341,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-28T19:33:00.000Z
ELK89-20260723-0342,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-23T23:42:00.000Z
ELK89-20260723-0343,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-23T19:25:00.000Z
ELK89-20260724-0344,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-24T22:17:00.000Z
ELK89-20260727-0345,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-27T15:23:00.000Z
ELK89-20260723-0346,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-23T00:18:00.000Z
ELK89-20260727-0347,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-27T14:31:00.000Z
ELK89-20260725-0348,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-25T12:25:00.000Z
ELK89-20260722-0349,ELK-GSE-001,LOT-2026-106,WO-2026-1013,2026-07-22T21:42:00.000Z
ELK89-20260723-0350,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-23T00:28:00.000Z
ELK89-20260726-0351,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-26T20:39:00.000Z
ELK89-20260728-0352,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-28T00:51:00.000Z
ELK89-20260727-0353,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-27T15:59:00.000Z
ELK89-20260723-0354,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-23T21:04:00.000Z
ELK89-20260726-0355,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-26T19:52:00.000Z
ELK89-20260726-0356,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-26T18:08:00.000Z
ELK89-20260724-0357,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-24T01:35:00.000Z
ELK89-20260727-0358,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-27T23:06:00.000Z
ELK89-20260728-0359,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-28T00:06:00.000Z
ELK89-20260727-0360,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-27T01:26:00.000Z
ELK89-20260726-0361,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-26T02:20:00.000Z
ELK89-20260728-0362,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-28T23:12:00.000Z
ELK89-20260724-0363,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-24T14:37:00.000Z
ELK89-20260727-0364,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-27T01:54:00.000Z
ELK89-20260723-0365,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-23T17:58:00.000Z
ELK89-20260725-0366,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-25T02:10:00.000Z
ELK89-20260725-0367,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-25T19:14:00.000Z
ELK89-20260727-0368,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-27T03:44:00.000Z
ELK89-20260726-0369,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-26T22:19:00.000Z
ELK89-20260728-0370,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-28T00:59:00.000Z
ELK89-20260722-0371,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-22T13:17:00.000Z
ELK89-20260727-0372,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-27T00:44:00.000Z
ELK89-20260722-0373,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-22T14:29:00.000Z
ELK89-20260724-0374,ELK-GSE-001,LOT-2026-107,WO-2026-1014,2026-07-24T21:07:00.000Z
ELK89-20260726-0375,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-26T03:31:00.000Z
ELK89-20260724-0376,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-24T01:23:00.000Z
ELK89-20260722-0377,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T20:01:00.000Z
ELK89-20260724-0378,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-24T17:48:00.000Z
ELK89-20260723-0379,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-23T18:14:00.000Z
ELK89-20260725-0380,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-25T02:13:00.000Z
ELK89-20260722-0381,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T14:42:00.000Z
ELK89-20260722-0382,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T16:23:00.000Z
ELK89-20260722-0383,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T23:19:00.000Z
ELK89-20260723-0384,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-23T01:04:00.000Z
ELK89-20260722-0385,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T23:14:00.000Z
ELK89-20260728-0386,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-28T19:13:00.000Z
ELK89-20260724-0387,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-24T23:20:00.000Z
ELK89-20260723-0388,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-23T21:55:00.000Z
ELK89-20260725-0389,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-25T02:40:00.000Z
ELK89-20260726-0390,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-26T20:40:00.000Z
ELK89-20260722-0391,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T16:06:00.000Z
ELK89-20260726-0392,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-26T20:15:00.000Z
ELK89-20260723-0393,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-23T14:41:00.000Z
ELK89-20260728-0394,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-28T01:08:00.000Z
ELK89-20260723-0395,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-23T15:02:00.000Z
ELK89-20260722-0396,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-22T18:33:00.000Z
ELK89-20260725-0397,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-25T18:56:00.000Z
ELK89-20260723-0398,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-23T19:38:00.000Z
ELK89-20260728-0399,ELK-GSE-001,LOT-2026-107,WO-2026-1015,2026-07-28T23:46:00.000Z
ELK89-20260724-0400,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-24T01:57:00.000Z
ELK89-20260727-0401,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-27T19:40:00.000Z
ELK89-20260729-0402,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-29T03:15:00.000Z
ELK89-20260724-0403,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-24T23:21:00.000Z
ELK89-20260722-0404,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-22T15:51:00.000Z
ELK89-20260725-0405,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-25T02:44:00.000Z
ELK89-20260727-0406,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-27T13:00:00.000Z
ELK89-20260727-0407,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-27T14:24:00.000Z
ELK89-20260724-0408,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-24T15:39:00.000Z
ELK89-20260726-0409,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-26T03:22:00.000Z
ELK89-20260722-0410,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-22T18:04:00.000Z
ELK89-20260726-0411,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-26T23:30:00.000Z
ELK89-20260727-0412,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-27T22:21:00.000Z
ELK89-20260728-0413,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-28T20:30:00.000Z
ELK89-20260722-0414,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-22T16:48:00.000Z
ELK89-20260728-0415,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-28T17:45:00.000Z
ELK89-20260722-0416,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-22T21:21:00.000Z
ELK89-20260722-0417,ELK-GSE-001,LOT-2026-108,WO-2026-1016,2026-07-22T17:42:00.000Z
ELK90-20260722-0418,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-22T21:03:00.000Z
ELK90-20260723-0419,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-23T02:58:00.000Z
ELK90-20260728-0420,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-28T13:45:00.000Z
ELK90-20260726-0421,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-26T20:57:00.000Z
ELK90-20260724-0422,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-24T15:59:00.000Z
ELK90-20260726-0423,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-26T20:20:00.000Z
ELK90-20260727-0424,ELK-GSE-002,LOT-2026-108,WO-2026-1016,2026-07-27T22:00:00.000Z
ELK90-20260724-0425,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-24T00:32:00.000Z
ELK90-20260725-0426,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-25T15:31:00.000Z
ELK90-20260726-0427,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-26T15:19:00.000Z
ELK90-20260727-0428,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-27T01:38:00.000Z
ELK90-20260724-0429,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-24T01:58:00.000Z
ELK90-20260726-0430,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-26T19:29:00.000Z
ELK90-20260726-0431,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-26T13:11:00.000Z
ELK90-20260723-0432,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-23T15:07:00.000Z
ELK90-20260728-0433,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-28T14:34:00.000Z
ELK90-20260725-0434,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-25T02:11:00.000Z
ELK90-20260724-0435,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-24T01:24:00.000Z
ELK90-20260727-0436,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-27T12:54:00.000Z
ELK90-20260725-0437,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-25T02:08:00.000Z
ELK90-20260722-0438,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-22T21:37:00.000Z
ELK90-20260724-0439,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-24T15:50:00.000Z
ELK90-20260725-0440,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-25T20:13:00.000Z
ELK90-20260722-0441,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-22T18:30:00.000Z
ELK90-20260726-0442,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-26T22:56:00.000Z
ELK90-20260725-0443,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-25T00:05:00.000Z
ELK90-20260729-0444,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-29T00:53:00.000Z
ELK90-20260727-0445,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-27T23:13:00.000Z
ELK90-20260726-0446,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-26T20:48:00.000Z
ELK90-20260727-0447,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-27T12:51:00.000Z
ELK90-20260725-0448,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-25T21:36:00.000Z
ELK90-20260722-0449,ELK-GSE-002,LOT-2026-108,WO-2026-1017,2026-07-22T19:08:00.000Z
ELK90-20260727-0450,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-27T00:02:00.000Z
ELK90-20260728-0451,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-28T01:53:00.000Z
ELK90-20260729-0452,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-29T01:20:00.000Z
ELK90-20260726-0453,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-26T16:07:00.000Z
ELK90-20260726-0454,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-26T13:10:00.000Z
ELK90-20260722-0455,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-22T21:36:00.000Z
ELK90-20260722-0456,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-22T22:29:00.000Z
ELK90-20260723-0457,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-23T19:42:00.000Z
ELK90-20260726-0458,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-26T17:23:00.000Z
ELK90-20260728-0459,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-28T02:43:00.000Z
ELK90-20260724-0460,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-24T21:04:00.000Z
ELK90-20260724-0461,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-24T00:25:00.000Z
ELK90-20260726-0462,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-26T21:37:00.000Z
ELK90-20260724-0463,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-24T17:32:00.000Z
ELK90-20260728-0464,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-28T21:27:00.000Z
ELK90-20260723-0465,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-23T17:53:00.000Z
ELK90-20260726-0466,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-26T01:12:00.000Z
ELK90-20260724-0467,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-24T18:22:00.000Z
ELK90-20260728-0468,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-28T02:06:00.000Z
ELK90-20260724-0469,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-24T16:13:00.000Z
ELK90-20260728-0470,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-28T02:30:00.000Z
ELK90-20260724-0471,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-24T12:57:00.000Z
ELK90-20260723-0472,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-23T20:55:00.000Z
ELK90-20260723-0473,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-23T19:48:00.000Z
ELK90-20260727-0474,ELK-GSE-002,LOT-2026-109,WO-2026-1018,2026-07-27T03:56:00.000Z
ELK90-20260728-0475,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-28T19:28:00.000Z
ELK90-20260724-0476,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-24T03:28:00.000Z
ELK90-20260723-0477,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-23T18:39:00.000Z
ELK90-20260728-0478,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-28T02:06:00.000Z
ELK90-20260723-0479,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-23T17:41:00.000Z
ELK90-20260726-0480,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-26T20:07:00.000Z
ELK90-20260722-0481,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-22T17:33:00.000Z
ELK90-20260728-0482,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-28T23:56:00.000Z
ELK90-20260723-0483,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-23T00:00:00.000Z
ELK90-20260722-0484,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-22T20:31:00.000Z
ELK90-20260725-0485,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-25T20:50:00.000Z
ELK90-20260727-0486,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-27T23:27:00.000Z
ELK90-20260725-0487,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-25T20:00:00.000Z
ELK90-20260725-0488,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-25T22:08:00.000Z
ELK90-20260724-0489,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-24T17:45:00.000Z
ELK90-20260728-0490,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-28T17:27:00.000Z
ELK90-20260727-0491,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-27T21:49:00.000Z
ELK90-20260728-0492,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-28T13:23:00.000Z
ELK90-20260724-0493,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-24T02:19:00.000Z
ELK90-20260729-0494,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-29T03:59:00.000Z
ELK90-20260724-0495,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-24T13:23:00.000Z
ELK90-20260725-0496,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-25T12:27:00.000Z
ELK90-20260724-0497,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-24T18:18:00.000Z
ELK90-20260724-0498,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-24T15:47:00.000Z
ELK90-20260726-0499,ELK-GSE-002,LOT-2026-109,WO-2026-1019,2026-07-26T00:06:00.000Z
ELK90-20260726-0500,ELK-GSE-002,LOT-2026-110,WO-2026-1020,2026-07-26T13:15:00.000Z
MUB94-20260723-0501,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-23T13:24:00.000Z
MUB94-20260722-0502,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-22T20:06:00.000Z
MUB94-20260722-0503,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-22T14:26:00.000Z
MUB94-20260727-0504,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-27T00:33:00.000Z
MUB94-20260722-0505,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-22T17:01:00.000Z
MUB94-20260724-0506,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-24T03:35:00.000Z
MUB94-20260725-0507,MUB-CSM-001,LOT-2026-110,WO-2026-1020,2026-07-25T19:54:00.000Z
